,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
2291,1976,17,GSW,Sonny Parker,Texas A&M University,6,452,10916,4471,1841,954,0.501,0,0.755,10916,9.9,4.1,2.1,26.9,0.118,2.2,11.5
2295,1976,19,SEA,Bayard Forrest,Grand Canyon University,2,139,2130,569,565,296,0.449,0,0.509,2130,4.1,4.1,2.1,2.7,0.06,-0.8,0.6
2296,1976,20,POR,Major Jones,Albany State University,6,374,5063,1643,1323,215,0.49,0.111,0.586,5063,4.4,3.5,0.6,5.5,0.052,-2.4,-0.5
2297,1976,21,LAL,Earl Tatum,Marquette University,4,262,5229,2508,682,507,0.459,0.333,0.746,5229,9.6,2.6,1.9,7.8,0.071,-0.8,1.6
2298,1976,22,POR,Johnny Davis,University of Dayton,10,750,21200,9710,1505,3368,0.448,0.176,0.821,21200,12.9,2,4.5,38.5,0.087,-1.7,1.4
2299,1976,23,MIL,Alex English,University of South Carolina,15,1193,38063,25613,6538,4351,0.507,0.217,0.832,38063,21.5,5.5,3.6,100.7,0.127,1.7,35.6
2300,1976,24,MIL,Scott Lloyd,Arizona State University,6,372,5638,1694,1114,356,0.425,0.286,0.718,5638,4.6,3,1,2.5,0.021,-3.6,-2.2
2301,1976,25,NYK,Lonnie Shelton,Oregon State University,10,673,18530,8049,4136,1459,0.492,0.097,0.738,18530,12,6.1,2.2,37.5,0.097,1.1,14.7
2305,1976,29,SEA,Dennis Johnson,Pepperdine University,14,1100,35954,15535,4249,5499,0.445,0.172,0.797,35954,14.1,3.9,5,82.6,0.11,0.6,23.6
2318,1976,40,MIL,Lloyd Walton,Marquette University,5,341,5387,1442,370,1243,0.454,0.25,0.711,5387,4.2,1.1,3.6,5.2,0.047,-4.4,-3.3
2321,1976,43,LAL,Tom Abernethy,Indiana University,5,319,5434,1779,1011,384,0.492,0,0.747,5434,5.6,3.2,1.2,13.4,0.118,-0.2,2.5
2323,1976,45,PHO,Ira Terrell,Southern Methodist University,2,127,2483,886,533,144,0.498,0,0.638,2483,7,4.2,1.1,4.1,0.08,-2.1,-0.1
2356,1976,74,NOJ,Paul Griffin,Western Michigan University,7,480,10053,2443,2650,1116,0.505,0,0.692,10053,5.1,5.5,2.3,19.6,0.094,1.6,9.1
2373,1976,89,KCK,Andre McCarter,"University of California, Los Angeles",3,103,1182,392,95,172,0.431,0.25,0.725,1182,3.8,0.9,1.7,1.1,0.046,-4.5,-0.7
2383,1976,99,PHI,Mike Dunleavy,University of South Carolina,11,438,8428,3496,689,1723,0.467,0.339,0.81,8428,8,1.6,3.9,16.1,0.092,-1.9,0.2
2466,1977,1,MIL,Kent Benson,Indiana University,11,680,15719,6168,3881,1203,0.493,0.206,0.757,15719,9.1,5.7,1.8,33.6,0.103,0.9,11.3
2467,1977,2,KCK,Otis Birdsong,University of Houston,12,696,21627,12544,2072,2260,0.506,0.274,0.655,21627,18,3,3.2,48.2,0.107,0.3,12.4
2468,1977,3,MIL,Marques Johnson,"University of California, Los Angeles",11,691,23694,13892,4817,2502,0.518,0.152,0.739,23694,20.1,7,3.6,79.8,0.162,3.6,33.6
2469,1977,4,WSB,Greg Ballard,University of Oregon,11,802,22073,9953,4858,1733,0.472,0.338,0.787,22073,12.4,6.1,2.2,54,0.117,1.5,19.3
2470,1977,5,PHO,Walter Davis,University of North Carolina,15,1033,28859,19521,3053,3878,0.511,0.272,0.851,28859,18.9,3,3.8,76.9,0.128,0.6,19
2471,1977,6,LAL,Kenny Carr,North Carolina State University,10,674,17167,7813,4999,923,0.51,0.079,0.684,17167,11.6,7.4,1.4,33.6,0.094,-1.1,4
2472,1977,7,NJN,Bernard King,University of Tennessee,14,874,29417,19655,5060,2863,0.518,0.172,0.73,29417,22.5,5.8,3.3,75.4,0.123,1.7,27.5
2473,1977,8,SEA,Jack Sikma,Illinois Wesleyan University,14,1107,36943,17287,10816,3488,0.464,0.328,0.849,36943,15.6,9.8,3.2,112.5,0.146,2.5,42
2474,1977,9,DEN,Tom LaGarde,University of North Carolina,6,312,6194,2376,1593,456,0.462,0,0.64,6194,7.6,5.1,1.5,6.5,0.05,-2.4,-0.6
2475,1977,10,NYK,Ray Williams,University of Minnesota,10,655,18462,10158,2370,3779,0.451,0.237,0.802,18462,15.5,3.6,5.8,37.1,0.096,1.7,17.4
2476,1977,11,MIL,Ernie Grunfeld,University of Tennessee,9,693,12916,5124,1815,1419,0.477,0.337,0.77,12916,7.4,2.6,2,25,0.093,-0.8,3.9
2477,1977,12,BOS,Cedric Maxwell,University of North Carolina at Charlotte,11,835,23769,10465,5261,1862,0.546,0.053,0.784,23769,12.5,6.3,2.2,78.5,0.159,2.8,28.8
2479,1977,14,ATL,Tree Rollins,Clemson University,18,1156,24028,6249,6750,660,0.522,0,0.7,24028,5.4,5.8,0.6,63.9,0.128,2,24.3
